wavelength,temp 10 strain 20,temp 20 strain 40,temp 30 strain 60,temp 40 strain 80,temp 50 strain 100,temp 25 strain 500,temp 25 strain 1000,reference temp 25 strain 0
1.556080000E-06,-3.812797131,-3.65434335,-3.316281712,-3.110544487,-2.883939903,-1.939566765,-2.06611575,-2.483615312
1.556080000E-06,-3.812196781,-3.650414802,-3.313388811,-3.110606877,-2.882667782,-1.943707191,-2.06609552,-2.485427308
1.556080000E-06,-3.804118743,-3.64702197,-3.311942144,-3.100217376,-2.882460609,-1.948641735,-2.066525963,-2.488950472
1.556080000E-06,-3.802883579,-3.638483037,-3.307397963,-3.095745206,-2.875044192,-1.954491034,-2.065737578,-2.485803382
1.556080000E-06,-3.802177667,-3.636993512,-3.295033663,-3.092450662,-2.873669594,-1.955532363,-2.06721191,-2.485195592
1.556080000E-06,-3.80113796,-3.634259381,-3.285228594,-3.090744255,-2.869599333,-1.956788556,-2.067346833,-2.482027009
1.556080000E-06,-3.789063884,-3.629055572,-3.278292074,-3.088001456,-2.867687015,-1.966156123,-2.066943434,-2.487268705
1.556080000E-06,-3.786796673,-3.627794681,-3.273885499,-3.087676119,-2.859465426,-1.96535863,-2.068007131,-2.478383355
1.556080000E-06,-3.781017519,-3.615809451,-3.271392634,-3.069521484,-2.85781232,-1.969842897,-2.067149575,-2.480178631
1.556080000E-06,-3.779134125,-3.613576087,-3.26670909,-3.06419298,-2.851159271,-1.971659946,-2.067784258,-2.474942901
1.556080000E-06,-3.774443418,-3.61319732,-3.263374186,-3.061226253,-2.851456136,-1.982903704,-2.068466153,-2.483939828
1.556080000E-06,-3.774121261,-3.606296625,-3.262087992,-3.059479297,-2.848256853,-1.983707193,-2.067655886,-2.481394005
1.556080000E-06,-3.770873663,-3.601415738,-3.261580977,-3.056979043,-2.835291048,-1.983812576,-2.067278515,-2.468688187
1.556080000E-06,-3.759927485,-3.600146883,-3.259116408,-3.051126652,-2.835084047,-1.997589373,-2.067673802,-2.479222889
1.556080000E-06,-3.757942909,-3.591987428,-3.257038936,-3.049043117,-2.832534717,-2.00344625,-2.067042928,-2.481302761
1.556080000E-06,-3.746775746,-3.590733872,-3.255776156,-3.047095963,-2.820967019,-2.000858826,-2.067439303,-2.467984606
1.556070000E-06,-3.746616742,-3.585368751,-3.25000706,-3.042581349,-2.817134954,-2.002721991,-2.066782832,-2.465723968
1.556070000E-06,-3.74448002,-3.582724327,-3.246449726,-3.04235658,-2.812702655,-2.001870647,-2.066374161,-2.460766055
1.556070000E-06,-3.742870502,-3.576666875,-3.243616772,-3.035842143,-2.810953016,-2.008056402,-2.065549679,-2.463964881
1.556070000E-06,-3.742822779,-3.568890419,-3.238400821,-3.034702013,-2.807394734,-2.017288098,-2.064397217,-2.467857396
1.556070000E-06,-3.734413722,-3.564501108,-3.238296005,-3.034185904,-2.804933342,-2.027334046,-2.064418644,-2.473475761
1.556070000E-06,-3.723297925,-3.561075388,-3.234268468,-3.034396458,-2.801142277,-2.038748917,-2.06387841,-2.478939533
1.556070000E-06,-3.716832389,-3.554710316,-3.231658074,-3.025565722,-2.79953929,-2.043422653,-2.063293202,-2.481143031
1.556070000E-06,-3.716275564,-3.550485281,-3.227575884,-3.020900398,-2.795315432,-2.044064567,-2.062762803,-2.477648165
1.556070000E-06,-3.708509051,-3.545490148,-3.219217779,-3.016190954,-2.792591863,-2.048143938,-2.062135587,-2.478349015
1.556070000E-06,-3.698763756,-3.533538211,-3.215598792,-3.01426511,-2.778919842,-2.046206198,-2.06089062,-2.463917834
1.556070000E-06,-3.694249842,-3.523431286,-3.213793036,-3.008033095,-2.772303288,-2.047050044,-2.059356721,-2.458395292
1.556070000E-06,-3.689385757,-3.516123115,-3.21305462,-3.002195277,-2.768301641,-2.048598121,-2.058723503,-2.455909885
1.556070000E-06,-3.68776587,-3.502028157,-3.206764505,-2.992864312,-2.755858129,-2.044918966,-2.056429276,-2.441365448
1.556070000E-06,-3.675668237,-3.501893241,-3.207133735,-2.992711131,-2.753261968,-2.050843497,-2.056480185,-2.44376775
1.556070000E-06,-3.672840951,-3.498509155,-3.206514487,-2.987911448,-2.751618759,-2.058182785,-2.056939194,-2.448222399
1.556070000E-06,-3.669379106,-3.491361509,-3.207392067,-2.978314981,-2.747331384,-2.065055378,-2.055548212,-2.449884108
1.556070000E-06,-3.667542649,-3.488885257,-3.204198266,-2.976302843,-2.731979354,-2.069862671,-2.05537382,-2.439726298
1.556070000E-06,-3.660733312,-3.489206495,-3.197723581,-2.974250899,-2.729830685,-2.069998896,-2.056314334,-2.43787357
1.556070000E-06,-3.6582968,-3.487366129,-3.196087244,-2.945689377,-2.726366064,-2.077595689,-2.056262553,-2.440953864
1.556070000E-06,-3.64852759,-3.480248099,-3.191889343,-2.94407964,-2.72097497,-2.079147444,-2.055165716,-2.437336085
1.556070000E-06,-3.638419699,-3.46120217,-3.191479658,-2.941796338,-2.720470495,-2.09710177,-2.051259909,-2.45169731
1.556070000E-06,-3.635483268,-3.460988356,-3.192028391,-2.937647691,-2.717370807,-2.10737413,-2.052212848,-2.457395364
1.556070000E-06,-3.633690696,-3.454621212,-3.18439494,-2.936543331,-2.715906466,-2.112326018,-2.051107891,-2.460184909
1.556070000E-06,-3.629389083,-3.450999169,-3.181810629,-2.929413794,-2.710899728,-2.118256962,-2.05108929,-2.460619708
1.556070000E-06,-3.62681628,-3.444974302,-3.172374525,-2.927877177,-2.710181281,-2.12153829,-2.049847049,-2.462715334
1.556070000E-06,-3.623265517,-3.443328819,-3.166674744,-2.922998653,-2.70819321,-2.125496687,-2.050140825,-2.464255337
1.556070000E-06,-3.620950579,-3.439705321,-3.162887919,-2.92119065,-2.703391385,-2.130079823,-2.049548297,-2.463830294
1.556070000E-06,-3.619108223,-3.435121487,-3.162601951,-2.901484008,-2.70073136,-2.130212734,-2.048728693,-2.461582481
1.556070000E-06,-3.619063383,-3.432432442,-3.157508293,-2.899311795,-2.697552629,-2.131321573,-2.048263621,-2.459710775
1.556070000E-06,-3.612644133,-3.42109429,-3.152680498,-2.893158209,-2.689583177,-2.13073861,-2.045735811,-2.452202469
1.556070000E-06,-3.607873148,-3.418981808,-3.150196145,-2.878404113,-2.67737437,-2.142357097,-2.046041828,-2.451345918
1.556070000E-06,-3.605969839,-3.417999915,-3.145428743,-2.87422496,-2.674441566,-2.145964314,-2.046093408,-2.451844956
1.556070000E-06,-3.604938448,-3.411273264,-3.138981049,-2.870636748,-2.670971105,-2.150055453,-2.044390513,-2.452304884
1.556070000E-06,-3.60219764,-3.406168642,-3.123602392,-2.863940792,-2.667262091,-2.151494137,-2.043351271,-2.450309475
1.556070000E-06,-3.601383018,-3.402119274,-3.123508377,-2.862883323,-2.663643223,-2.15490216,-2.042362023,-2.450096299
1.556070000E-06,-3.595480993,-3.397394348,-3.119937445,-2.861810243,-2.659396061,-2.163387751,-2.041508689,-2.453724288
1.556070000E-06,-3.590148413,-3.396811163,-3.12064619,-2.853795783,-2.653709001,-2.167594945,-2.041395316,-2.45245015
1.556070000E-06,-3.583371991,-3.396238012,-3.117825445,-2.850708506,-2.653250663,-2.169591018,-2.041376616,-2.453782901
1.556070000E-06,-3.581631171,-3.396106781,-3.115456355,-2.843952379,-2.650065289,-2.171466955,-2.041697087,-2.452684251
1.556070000E-06,-3.578862612,-3.392353566,-3.113452935,-2.829794167,-2.64576464,-2.177828323,-2.040762746,-2.454550932
1.556070000E-06,-3.573287051,-3.392237821,-3.107765837,-2.830672635,-2.642321174,-2.181538419,-2.041015571,-2.454859272
1.556070000E-06,-3.565273079,-3.392452923,-3.103994751,-2.826953689,-2.634325888,-2.192433154,-2.041140663,-2.457604774
1.556070000E-06,-3.564084888,-3.387401875,-3.09796512,-2.826371627,-2.628899121,-2.193511735,-2.039723143,-2.453956001
1.556070000E-06,-3.553675748,-3.386783929,-3.093461051,-2.822877986,-2.622596706,-2.193989134,-2.039554863,-2.449059208
1.556070000E-06,-3.547216832,-3.387020105,-3.084760379,-2.819256024,-2.614386292,-2.196617746,-2.039662394,-2.444473419
1.556070000E-06,-3.535566475,-3.385377443,-3.083404225,-2.813246263,-2.611090785,-2.211303107,-2.039217754,-2.454681879
1.556070000E-06,-3.533151816,-3.384348294,-3.076937637,-2.806397344,-2.611217727,-2.217288848,-2.038923296,-2.460093017
1.556070000E-06,-3.528627271,-3.378600752,-3.067299537,-2.804605939,-2.609984294,-2.224526652,-2.037204114,-2.465499811
1.556070000E-06,-3.519320911,-3.373075755,-3.059730722,-2.805216895,-2.603221753,-2.229177445,-2.035510136,-2.464014388
1.556070000E-06,-3.519489981,-3.36603337,-3.05871166,-2.799583216,-2.596591894,-2.231804955,-2.033362337,-2.46085699
1.556070000E-06,-3.516139265,-3.353725771,-3.056534588,-2.795574417,-2.592604992,-2.232936305,-2.029570448,-2.458571041
1.556070000E-06,-3.517999557,-3.353723737,-3.051919056,-2.79024129,-2.593320773,-2.243205461,-2.029538078,-2.46839953
1.556070000E-06,-3.518104678,-3.350917121,-3.050792057,-2.789936052,-2.586388957,-2.243586472,-2.028623732,-2.463036648
1.556070000E-06,-3.507684771,-3.34166749,-3.047268441,-2.786060608,-2.583334339,-2.250195553,-2.025481119,-2.466509838
1.556070000E-06,-3.504047363,-3.341815809,-3.040302405,-2.781016443,-2.580099811,-2.255670325,-2.025377401,-2.468831143
1.556070000E-06,-3.503998869,-3.338919697,-3.040338613,-2.771899221,-2.579608559,-2.257856402,-2.024290811,-2.470421202
1.556070000E-06,-3.502491907,-3.339528608,-3.038321667,-2.769385804,-2.575087147,-2.260156706,-2.02416851,-2.468845448
1.556070000E-06,-3.491248743,-3.330843598,-3.038126846,-2.767091865,-2.572686503,-2.262291284,-2.021274649,-2.468855948
1.556070000E-06,-3.486247343,-3.326895292,-3.035152996,-2.765242086,-2.572169871,-2.269237193,-2.019930056,-2.474827764
1.556070000E-06,-3.482848353,-3.317132256,-3.029245274,-2.760589999,-2.564697969,-2.269582974,-2.016485573,-2.469124933
1.556070000E-06,-3.483277331,-3.315241688,-3.020601824,-2.760411815,-2.562465733,-2.283419541,-2.01533992,-2.480133101
1.556070000E-06,-3.481962915,-3.315582664,-3.01423721,-2.759213247,-2.54911759,-2.28859028,-2.015094462,-2.474211115
1.556070000E-06,-3.476049694,-3.313363217,-3.00954473,-2.746482763,-2.540869673,-2.290138518,-2.014168677,-2.469045194
1.556070000E-06,-3.461527933,-3.310851127,-3.001407964,-2.741997189,-2.537507436,-2.308446183,-2.013093499,-2.483412401
1.556070000E-06,-3.459148426,-3.310427413,-2.998034284,-2.73886689,-2.537097088,-2.311853646,-2.012776911,-2.486269942
1.556070000E-06,-3.45698375,-3.308938693,-2.988872227,-2.732591403,-2.531399824,-2.31780864,-2.011980424,-2.487318998
1.556070000E-06,-3.450906579,-3.306260317,-2.978860206,-2.731777925,-2.53032656,-2.324778122,-2.010405463,-2.493023659
1.556070000E-06,-3.447975184,-3.304464538,-2.964530511,-2.724930484,-2.529286425,-2.327373376,-2.009645605,-2.494650534
1.556070000E-06,-3.438499929,-3.295163133,-2.962812288,-2.718520229,-2.520001103,-2.330464441,-2.006039588,-2.490246465
1.556070000E-06,-3.437202913,-3.2945939,-2.955667579,-2.708648396,-2.511181973,-2.330793588,-2.00564352,-2.483616978
1.556070000E-06,-3.429025922,-3.288920357,-2.946830493,-2.704237124,-2.504877202,-2.336733563,-2.00307665,-2.484321182
1.556070000E-06,-3.41943165,-3.286241,-2.938402954,-2.704216641,-2.503207348,-2.345905145,-2.001495084,-2.491769047
1.556070000E-06,-3.417136158,-3.286462296,-2.936585529,-2.693486578,-2.502780733,-2.360317529,-2.000548905,-2.505244916
1.556070000E-06,-3.415469542,-3.283578596,-2.936601633,-2.687297854,-2.501270268,-2.36690243,-1.999328981,-2.510398026
1.556070000E-06,-3.414211849,-3.283396217,-2.935902807,-2.687125269,-2.498130087,-2.367803925,-1.998717272,-2.508822533
1.556070000E-06,-3.411135767,-3.282879352,-2.932725778,-2.683928194,-2.492031204,-2.369496463,-1.997790519,-2.505727493
1.556070000E-06,-3.411457898,-3.281937181,-2.930727105,-2.680535847,-2.487725031,-2.370584263,-1.996511997,-2.503452732
1.556070000E-06,-3.408182925,-3.277479426,-2.93191619,-2.679403107,-2.480438247,-2.374963728,-1.994311486,-2.502098542
1.556070000E-06,-3.407588861,-3.272723047,-2.924997116,-2.66960235,-2.472087973,-2.377701114,-1.991830052,-2.498348922
1.556070000E-06,-3.404013183,-3.275056409,-2.92217223,-2.667855491,-2.466834015,-2.387930143,-1.990515437,-2.504334299
1.556070000E-06,-3.403776276,-3.275680023,-2.916096083,-2.64444093,-2.466627453,-2.394505076,-1.990217252,-2.510638383
1.556070000E-06,-3.401665024,-3.268831093,-2.913640159,-2.6450168,-2.462764581,-2.398595593,-1.987417508,-2.51172176
1.556070000E-06,-3.396452231,-3.267650313,-2.911648346,-2.644424744,-2.459402218,-2.403406113,-1.98611859,-2.513921189
1.556070000E-06,-3.392252907,-3.260979769,-2.914138646,-2.638873665,-2.452308732,-2.407505186,-1.983128876,-2.512599726
1.556070000E-06,-3.390692799,-3.258717317,-2.914088312,-2.635731917,-2.44741155,-2.410122147,-1.981732527,-2.511494368
1.556070000E-06,-3.385407312,-3.249135109,-2.905441693,-2.623105869,-2.444678558,-2.416477637,-1.977165592,-2.515780872
1.556070000E-06,-3.385360395,-3.244357359,-2.896952598,-2.616528958,-2.445125996,-2.41870071,-1.97470526,-2.51834899
1.556070000E-06,-3.383293331,-3.241719464,-2.88746357,-2.611469591,-2.436216085,-2.422886468,-1.973161509,-2.515866995
1.556070000E-06,-3.378762531,-3.234607715,-2.875396361,-2.603347013,-2.431406976,-2.431274625,-1.969675483,-2.520731494
1.556070000E-06,-3.369605434,-3.23486074,-2.874981145,-2.600601775,-2.430425668,-2.435868981,-1.969252669,-2.52465434
1.556070000E-06,-3.369399672,-3.222577554,-2.87427997,-2.595944986,-2.426246951,-2.438659967,-1.963888341,-2.524376088
1.556070000E-06,-3.360997208,-3.216828298,-2.872680099,-2.593070167,-2.416514739,-2.438539967,-1.961324916,-2.517014904
1.556070000E-06,-3.358971279,-3.214266918,-2.870541179,-2.586759318,-2.41383216,-2.440484208,-1.959688704,-2.517016866
1.556070000E-06,-3.357284727,-3.206561533,-2.86808053,-2.582941728,-2.412330359,-2.445776186,-1.956152324,-2.521346082
1.556070000E-06,-3.351840055,-3.194480564,-2.864014482,-2.567838298,-2.404802466,-2.447450077,-1.950147907,-2.517524556
1.556070000E-06,-3.349618211,-3.190475412,-2.860144328,-2.565746937,-2.396646425,-2.449434661,-1.947907185,-2.51358486
1.556070000E-06,-3.336135607,-3.184251462,-2.857423517,-2.554945173,-2.383519612,-2.449595439,-1.944507668,-2.504135948
1.556070000E-06,-3.331103198,-3.172460091,-2.857101289,-2.548439737,-2.384231173,-2.452519561,-1.938972459,-2.507697947
1.556070000E-06,-3.326987365,-3.163416525,-2.853583276,-2.548083863,-2.384624501,-2.45714937,-1.934359723,-2.512822871
1.556070000E-06,-3.328710036,-3.160695083,-2.847007974,-2.544525034,-2.374556489,-2.458132785,-1.932821082,-2.506547598
1.556070000E-06,-3.3206012,-3.15831513,-2.837854667,-2.525679391,-2.367896051,-2.460766974,-1.930865418,-2.504499477
1.556070000E-06,-3.313652468,-3.156784873,-2.83133635,-2.520004028,-2.364309366,-2.46360283,-1.929914495,-2.50490589
1.556070000E-06,-3.305989157,-3.147342736,-2.823993396,-2.516019018,-2.358928795,-2.464995482,-1.925232805,-2.50251243
1.556070000E-06,-3.305191843,-3.139773668,-2.82519104,-2.508007021,-2.353636174,-2.471334903,-1.920620149,-2.505458048
1.556070000E-06,-3.295936636,-3.138954547,-2.825491578,-2.506214204,-2.354175352,-2.475738802,-1.919925456,-2.510545989
1.556070000E-06,-3.294055215,-3.137297752,-2.823838518,-2.503657015,-2.351545674,-2.477541918,-1.918789136,-2.510604529
1.556070000E-06,-3.291974214,-3.137838548,-2.81897282,-2.50033552,-2.34604863,-2.493947472,-1.917754055,-2.524353321
1.556070000E-06,-3.283276407,-3.135390156,-2.808803259,-2.497135221,-2.347553759,-2.497888345,-1.915382854,-2.529684694
1.556070000E-06,-3.282711993,-3.129482828,-2.811588144,-2.487338742,-2.338293392,-2.502814268,-1.91160886,-2.528465747
1.556070000E-06,-3.277878123,-3.128106011,-2.811200572,-2.489090547,-2.339519715,-2.510489845,-1.91028822,-2.537699135
1.556070000E-06,-3.27366161,-3.119742899,-2.807179181,-2.485307689,-2.340108422,-2.514453563,-1.905741692,-2.542455501
1.556070000E-06,-3.271204138,-3.11448092,-2.804153141,-2.490561623,-2.323743934,-2.520134139,-1.901012477,-2.537177062
1.556070000E-06,-3.265625943,-3.102597413,-2.794805711,-2.47791866,-2.318461713,-2.52215339,-1.893895459,-2.535692543
1.556070000E-06,-3.255557655,-3.091245478,-2.789636692,-2.472593293,-2.312819902,-2.524108108,-1.88781211,-2.533905194
1.556070000E-06,-3.241062701,-3.087758512,-2.791988922,-2.462448536,-2.311404503,-2.524424823,-1.885635928,-2.533269623
1.556070000E-06,-3.238183747,-3.09021149,-2.79018857,-2.458843404,-2.298180598,-2.52580458,-1.883343679,-2.525613883
1.556070000E-06,-3.234571264,-3.075730113,-2.790928062,-2.461295492,-2.297758802,-2.530752582,-1.873829854,-2.530857099
1.556070000E-06,-3.232408477,-3.072808139,-2.791182118,-2.457328224,-2.286392375,-2.531922499,-1.87100202,-2.524314114
1.556070000E-06,-3.222284332,-3.060890694,-2.786596835,-2.454223264,-2.287113873,-2.534330488,-1.863045708,-2.527526124
1.556070000E-06,-3.217506228,-3.051111613,-2.783530713,-2.447082623,-2.284050697,-2.539878606,-1.856795997,-2.531706797
1.556070000E-06,-3.214469658,-3.047646076,-2.776863798,-2.430840742,-2.284307614,-2.542729781,-1.854072979,-2.535127517
1.556070000E-06,-3.208683692,-3.048963715,-2.77544807,-2.430592353,-2.278490951,-2.544374205,-1.853327057,-2.533037464
1.556070000E-06,-3.209114962,-3.044848885,-2.771449647,-2.424733247,-2.274459823,-2.549022962,-1.850386396,-2.535630585
1.556070000E-06,-3.210436558,-3.044646676,-2.766149196,-2.423621448,-2.275483381,-2.554232234,-1.848753851,-2.542333074
1.556070000E-06,-3.206740697,-3.037192916,-2.761742961,-2.418341861,-2.273691375,-2.554657744,-1.844317488,-2.541614521
1.556070000E-06,-3.20842316,-3.036184685,-2.757387897,-2.413458035,-2.271114204,-2.557995509,-1.843314989,-2.543764471
1.556060000E-06,-3.200033665,-3.031431594,-2.749023865,-2.409877391,-2.269118131,-2.566788513,-1.840605482,-2.552710257
1.556060000E-06,-3.19802303,-3.034000964,-2.743704519,-2.409069315,-2.261031024,-2.566593149,-1.839331924,-2.547060288
1.556060000E-06,-3.194507772,-3.034291177,-2.742402823,-2.404670868,-2.260881466,-2.568432999,-1.838412407,-2.549131737
1.556060000E-06,-3.191021811,-3.029402755,-2.74212606,-2.39902058,-2.258479403,-2.568426386,-1.835013951,-2.54752632
1.556060000E-06,-3.184156492,-3.027255106,-2.735832226,-2.392456696,-2.255367051,-2.571457209,-1.833052649,-2.549075011
1.556060000E-06,-3.175302417,-3.032956608,-2.715068415,-2.387198171,-2.251613721,-2.573746558,-1.830607972,-2.549336605
1.556060000E-06,-3.16500726,-3.033573102,-2.700638973,-2.384395215,-2.249666254,-2.583670672,-1.829849926,-2.559991246
1.556060000E-06,-3.163086808,-3.026987333,-2.696901633,-2.376866731,-2.242882581,-2.585130244,-1.824805204,-2.557297394
1.556060000E-06,-3.161886575,-3.028169775,-2.693694114,-2.371189516,-2.236173866,-2.588112603,-1.823790072,-2.556522821
1.556060000E-06,-3.159325004,-3.022010738,-2.692502394,-2.364145757,-2.237748918,-2.595224532,-1.820301721,-2.56622679
1.556060000E-06,-3.159064353,-3.030009469,-2.688125131,-2.363391747,-2.235289103,-2.598545848,-1.819414411,-2.568698198
1.556060000E-06,-3.162471455,-3.028473465,-2.685568006,-2.362654059,-2.231009676,-2.59941655,-1.817201053,-2.566994395
1.556060000E-06,-3.163333872,-3.023295545,-2.666056479,-2.360423592,-2.213063254,-2.601582465,-1.81339711,-2.558065286
1.556060000E-06,-3.161010776,-3.022772966,-2.662768446,-2.360442082,-2.214941369,-2.613395351,-1.812399701,-2.573954988
1.556060000E-06,-3.156930635,-3.016442236,-2.662216631,-2.363012459,-2.216048996,-2.618395801,-1.808028008,-2.580918907
1.556060000E-06,-3.153960862,-3.018513803,-2.658469424,-2.358787693,-2.211537266,-2.625519563,-1.805995354,-2.5869738
1.556060000E-06,-3.135717719,-2.992772616,-2.653923051,-2.350726615,-2.206973503,-2.627365155,-1.79053162,-2.58638172
1.556060000E-06,-3.140269674,-2.991286588,-2.647213978,-2.353741983,-2.206338769,-2.62961005,-1.788632487,-2.588826947
1.556060000E-06,-3.133940675,-2.973603492,-2.64389332,-2.351219337,-2.200026073,-2.632545562,-1.777888276,-2.588559555
1.556060000E-06,-3.12818805,-2.973896822,-2.645634808,-2.352798141,-2.193601506,-2.634189037,-1.777485455,-2.586596258
1.556060000E-06,-3.125287949,-2.974902934,-2.634428155,-2.348041761,-2.192150175,-2.636125163,-1.775359856,-2.588175388
1.556060000E-06,-3.124116585,-2.971633368,-2.629703613,-2.349818002,-2.192450895,-2.641120815,-1.77261225,-2.594839509
1.556060000E-06,-3.126890473,-2.972120568,-2.629023482,-2.341183132,-2.186268973,-2.643395452,-1.770796043,-2.593929618
1.556060000E-06,-3.124867585,-2.967396529,-2.631927074,-2.339328387,-2.178259907,-2.646043253,-1.767028235,-2.592394869
1.556060000E-06,-3.125035124,-2.966083862,-2.627320366,-2.339050793,-2.181600285,-2.651285363,-1.76587711,-2.601377031
1.556060000E-06,-3.12143896,-2.960338007,-2.627321287,-2.337314915,-2.177694724,-2.657331881,-1.761781306,-2.606965034
1.556060000E-06,-3.10278136,-2.959298437,-2.629866847,-2.331434967,-2.169054771,-2.658840507,-1.757848215,-2.603630684
1.556060000E-06,-3.10005683,-2.953057943,-2.626576301,-2.327074164,-2.166741352,-2.662645197,-1.753862053,-2.607298697
1.556060000E-06,-3.094912659,-2.936246406,-2.621666548,-2.325426134,-2.151818907,-2.664354997,-1.742868008,-2.600434191
1.556060000E-06,-3.100602596,-2.934164825,-2.618296068,-2.322701484,-2.152418869,-2.667558891,-1.740897833,-2.605133356
1.556060000E-06,-3.1005938,-2.921923842,-2.61468164,-2.321536699,-2.145948788,-2.669402495,-1.733267343,-2.603696952
1.556060000E-06,-3.097991266,-2.916530781,-2.612597719,-2.318190506,-2.143838982,-2.67137682,-1.728721151,-2.60511605
1.556060000E-06,-3.083789349,-2.910464594,-2.610172488,-2.310148481,-2.1430726,-2.671909871,-1.724231601,-2.605386237
1.556060000E-06,-3.080499383,-2.910156874,-2.609934213,-2.308831518,-2.145248235,-2.675663272,-1.722078772,-2.611890745
1.556060000E-06,-3.078073804,-2.899504071,-2.602800843,-2.316702106,-2.127436252,-2.6764293,-1.713409421,-2.602283731
1.556060000E-06,-3.079984914,-2.895015007,-2.597754396,-2.314851054,-2.120353525,-2.677509273,-1.709367536,-2.599565579
1.556060000E-06,-3.085614903,-2.893563449,-2.599049274,-2.310734874,-2.104294665,-2.67769476,-1.706596071,-2.59027861
1.556060000E-06,-3.085989788,-2.896124033,-2.588914898,-2.314889251,-2.104593185,-2.680805602,-1.704498843,-2.594847813
1.556060000E-06,-3.080300497,-2.890224123,-2.586399285,-2.315518605,-2.103263481,-2.684648065,-1.699518982,-2.599525035
1.556060000E-06,-3.07532509,-2.888426822,-2.583607828,-2.314426679,-2.100857898,-2.685338981,-1.698165578,-2.599101279
1.556060000E-06,-3.074233611,-2.878283323,-2.582792339,-2.305261204,-2.091922613,-2.686445984,-1.690662923,-2.595473474
1.556060000E-06,-3.068245161,-2.873637243,-2.579588481,-2.290159913,-2.088119097,-2.688744486,-1.685678744,-2.596586665
1.556060000E-06,-3.070782267,-2.870026599,-2.57729215,-2.289603797,-2.075404309,-2.68985795,-1.683077683,-2.590842036
1.556060000E-06,-3.069251346,-2.871202438,-2.568920271,-2.296163478,-2.067108861,-2.693072634,-1.67979968,-2.59075848
1.556060000E-06,-3.050726819,-2.859913979,-2.565240471,-2.285525814,-2.066985251,-2.697879456,-1.671235794,-2.59776491
1.556060000E-06,-3.049148044,-2.854013049,-2.559748726,-2.281302979,-2.06738803,-2.700684452,-1.665968404,-2.602154849
1.556060000E-06,-3.048410253,-2.849010229,-2.557841967,-2.277912134,-2.063589305,-2.701785898,-1.660466979,-2.601636773
1.556060000E-06,-3.047045744,-2.846475841,-2.553667503,-2.271868944,-2.061346913,-2.701886584,-1.656085455,-2.600518445
1.556060000E-06,-3.040038467,-2.84269839,-2.548496666,-2.264665428,-2.054988579,-2.704639424,-1.643425494,-2.601099738
1.556060000E-06,-3.038442119,-2.838114033,-2.542087383,-2.26234099,-2.05079158,-2.705289124,-1.639214505,-2.599735869
1.556060000E-06,-3.042357019,-2.829134821,-2.541242723,-2.262038765,-2.049382457,-2.708479817,-1.632495767,-2.603839905
1.556060000E-06,-3.041327794,-2.831059231,-2.538058657,-2.259322443,-2.047722621,-2.709647134,-1.631674786,-2.60472079
1.556060000E-06,-3.040681907,-2.831074243,-2.534884053,-2.245533447,-2.044744566,-2.715501576,-1.629252527,-2.612178515
1.556060000E-06,-3.033865777,-2.823880179,-2.525699676,-2.248071998,-2.043459831,-2.716455885,-1.62343885,-2.612967212
1.556060000E-06,-3.029833749,-2.817999169,-2.522207221,-2.243851561,-2.042124904,-2.717562373,-1.618756802,-2.613983512
1.556060000E-06,-3.026660435,-2.809201942,-2.516404255,-2.23598492,-2.035341245,-2.718953938,-1.61201263,-2.612509283
1.556060000E-06,-3.027074444,-2.812188021,-2.515086048,-2.235920308,-2.034245206,-2.7205039,-1.611752148,-2.614396917
1.556060000E-06,-3.024648942,-2.811930233,-2.508471059,-2.236677236,-2.033109668,-2.721717629,-1.610181167,-2.615743607
1.556060000E-06,-3.024050492,-2.80683173,-2.505709051,-2.241401335,-2.037629552,-2.726737981,-1.606286503,-2.626314762
1.556060000E-06,-3.019178034,-2.80428547,-2.501588318,-2.234988596,-2.038701624,-2.729001047,-1.603488123,-2.630592629
1.556060000E-06,-3.014616546,-2.79978041,-2.491895242,-2.236173929,-2.034681071,-2.730055104,-1.600006157,-2.630212793
1.556060000E-06,-3.012255678,-2.793233526,-2.489938592,-2.238176979,-2.035167815,-2.732139233,-1.592724305,-2.633936909
1.556060000E-06,-3.01163538,-2.792687281,-2.482831441,-2.239716735,-2.028545802,-2.73373268,-1.590708878,-2.633159743
1.556060000E-06,-3.009814795,-2.790971025,-2.477243393,-2.233226951,-2.033264615,-2.739457307,-1.587495459,-2.645287271
1.556060000E-06,-3.011617954,-2.793119647,-2.471370616,-2.230290373,-2.036644741,-2.744247989,-1.585484045,-2.655207309
1.556060000E-06,-3.003541626,-2.790721325,-2.4758956,-2.228425519,-2.035683975,-2.744983233,-1.582721359,-2.655981906
1.556060000E-06,-2.991061762,-2.786713065,-2.473562333,-2.22951455,-2.034712854,-2.747242818,-1.579114039,-2.659412164
1.556060000E-06,-2.990356484,-2.792041194,-2.464039626,-2.231251121,-2.036828638,-2.750574449,-1.579108934,-2.666316543
1.556060000E-06,-2.989931885,-2.793831941,-2.463069545,-2.226537198,-2.040743799,-2.755820096,-1.578371295,-2.67755649
1.556060000E-06,-2.990741926,-2.790966892,-2.460526493,-2.224722976,-2.037557371,-2.757863771,-1.574663347,-2.679615974
1.556060000E-06,-2.98625177,-2.785678615,-2.451486954,-2.222488613,-2.028084896,-2.760191114,-1.569950629,-2.679114448
1.556060000E-06,-2.984797836,-2.787249494,-2.455689893,-2.219579761,-2.025995674,-2.763209195,-1.568564811,-2.683563301
