wavelength,temp 10,temp 20,temp 30,temp 40,temp 50,temp 25 (500),temp 25 (1000),reference temp 25
1.559030000E-06,-20.25496595,-19.92465421,-32.70123249,-21.84663879,-18.550179,-23.06662667,-23.19871902,-23.06651048
1.559030000E-06,-20.09689393,-19.76237507,-32.56374154,-21.71933772,-18.42656924,-22.92439981,-23.02038607,-22.92428386
1.559030000E-06,-20.03304812,-19.65624644,-32.40524479,-21.59009342,-18.3176869,-22.79882316,-22.90361154,-22.79870742
1.559030000E-06,-19.84630342,-19.55684866,-32.1622171,-21.51535959,-18.2888136,-22.76539086,-22.79403399,-22.76527518
1.559030000E-06,-19.816719,-19.45484597,-32.05254698,-21.38985497,-18.15696934,-22.61221193,-22.68137227,-22.61209653
1.559030000E-06,-19.60035289,-19.40101858,-31.83777496,-21.34613906,-18.0929951,-22.53768525,-22.62177832,-22.53756999
1.559030000E-06,-19.4229605,-19.13531362,-31.61323568,-21.32915816,-18.04767427,-22.48466494,-22.32753003,-22.48454979
1.559030000E-06,-19.41535244,-19.07538052,-31.45516751,-21.29833551,-17.93872699,-22.35679557,-22.26114299,-22.35668067
1.559030000E-06,-19.35486725,-18.98788405,-31.39938651,-21.25026955,-17.90765853,-22.32020384,-22.16399572,-22.32008901
1.559030000E-06,-19.29645857,-18.93917995,-31.36258367,-21.16584848,-17.77743648,-22.16638544,-22.1097868,-22.16627094
1.559030000E-06,-19.13259628,-18.84378443,-31.27404609,-21.1373417,-17.65783766,-22.02497071,-22.00336777,-22.02485651
1.559030000E-06,-19.04395732,-18.80170702,-31.11193943,-21.11196138,-17.5983007,-21.95440054,-21.95631898,-21.9542865
1.559030000E-06,-18.98094901,-18.67749555,-30.88644387,-21.08047581,-17.58593219,-21.93967132,-21.81717595,-21.93955731
1.559030000E-06,-18.94219848,-18.51646835,-30.76984358,-21.0274075,-17.47312629,-21.80488067,-21.63676136,-21.80476698
1.559030000E-06,-18.75573447,-18.50849588,-30.55510102,-20.99301083,-17.41900582,-21.74005627,-21.62781313,-21.73994273
1.559030000E-06,-18.71083075,-18.36528331,-30.25540954,-20.77230361,-17.36829751,-21.67909143,-21.46676484,-21.67897804
1.559030000E-06,-18.6080165,-18.22442463,-30.14725984,-20.71943024,-17.32482488,-21.62662074,-21.30836349,-21.62650748
1.559030000E-06,-18.59578834,-18.03734857,-29.93993195,-20.65025524,-17.30742339,-21.60551951,-21.09812305,-21.6054063
1.559030000E-06,-18.56286858,-17.88644866,-29.89598847,-20.52920265,-17.29401232,-21.58917017,-20.92866629,-21.58905701
1.559030000E-06,-18.53725067,-17.51804806,-29.82141113,-20.48659735,-17.24659821,-21.53110673,-20.51629871,-21.53099373
1.559030000E-06,-18.4880855,-17.41104386,-29.79671096,-20.4754395,-17.21151776,-21.48797896,-20.39681365,-21.48786609
1.559030000E-06,-18.40957339,-17.21817008,-29.46446439,-20.31967841,-17.07324972,-21.31775214,-20.18145349,-21.31763976
1.559030000E-06,-18.3983984,-17.1748244,-29.28185022,-20.27899321,-16.99794877,-21.22501383,-20.13301458,-21.22490171
1.559030000E-06,-18.28316003,-17.05251456,-29.26697885,-20.27290749,-16.77846753,-20.9552055,-19.99610233,-20.95509417
1.559030000E-06,-18.27183501,-17.01241248,-29.17296411,-20.24450191,-16.77048536,-20.94539265,-19.9511356,-20.94528134
1.559030000E-06,-18.09486339,-16.92278798,-28.96481507,-20.21475685,-16.74343758,-20.911974,-19.8504287,-20.91186279
1.559030000E-06,-18.00934784,-16.90449638,-28.88073933,-20.11586775,-16.72489244,-20.8889526,-19.82982635,-20.88884147
1.559030000E-06,-17.98748723,-16.86080512,-28.83346422,-20.05231476,-16.56315046,-20.68799477,-19.78046868,-20.68788427
1.559030000E-06,-17.92400884,-16.75914925,-28.80142757,-20.002584,-16.55878087,-20.68255858,-19.66543485,-20.68244809
