wavelength,temp 10,temp 20,temp 30,temp 40,temp 50,temp 25 (500),temp 25 (1000),reference temp 25
1.558890000E-06,-6.817158796,-7.162131883,-5.98699813,-5.895703819,-6.873783655,-6.528644429,-6.529450691,-6.528681332
1.558890000E-06,-6.809836438,-7.162264639,-5.983412824,-5.890644041,-6.873482026,-6.534677064,-6.528214744,-6.534713825
1.558890000E-06,-6.80726706,-7.164865049,-5.979639086,-5.890027297,-6.873848359,-6.540616882,-6.531602516,-6.540653529
1.558890000E-06,-6.802869651,-7.165897172,-5.988928476,-5.887525925,-6.872543622,-6.539517061,-6.532679948,-6.539553683
1.558890000E-06,-6.796703138,-7.168229603,-5.993266418,-5.876536378,-6.870996895,-6.546589231,-6.535940219,-6.546625648
1.558890000E-06,-6.790054497,-7.169597391,-5.992534083,-5.875398486,-6.870732514,-6.551085376,-6.538350386,-6.551121691
1.558890000E-06,-6.788774716,-7.171074678,-6.001263432,-5.87245464,-6.87190108,-6.562730998,-6.54072881,-6.562767113
1.558890000E-06,-6.785197754,-7.173526018,-6.000627458,-5.87029913,-6.8717522,-6.565693741,-6.544850012,-6.56572979
1.558890000E-06,-6.78238804,-7.17723252,-6.005147048,-5.867732689,-6.870626052,-6.570035003,-6.550507741,-6.570070928
1.558890000E-06,-6.774304693,-7.182000301,-6.012731978,-5.855923323,-6.869438309,-6.569748523,-6.559895409,-6.569784416
1.558890000E-06,-6.764915754,-7.184434952,-6.011913387,-5.849857268,-6.869726028,-6.575482617,-6.563854582,-6.575518405
1.558890000E-06,-6.761938817,-7.187839235,-6.016958365,-5.850722288,-6.867300023,-6.574737422,-6.569737502,-6.574773152
1.558890000E-06,-6.758050976,-7.188997403,-6.021349202,-5.850242998,-6.867325784,-6.57834,-6.569580108,-6.578375661
1.558890000E-06,-6.755390572,-7.19221379,-6.017175862,-5.849722878,-6.865836328,-6.577848998,-6.575006701,-6.577884626
1.558890000E-06,-6.752232727,-7.19340592,-6.027776788,-5.838149681,-6.865599637,-6.579006001,-6.57581686,-6.579041601
1.558890000E-06,-6.746594569,-7.197498521,-6.026940476,-5.837138777,-6.86580373,-6.583038718,-6.583753742,-6.583074246
1.558890000E-06,-6.736821708,-7.198908185,-6.016110459,-5.836867941,-6.864895193,-6.585829163,-6.58564266,-6.585864614
1.558890000E-06,-6.731872853,-7.200155258,-6.025080935,-5.829342664,-6.864650434,-6.587215384,-6.587964784,-6.587250803
1.558890000E-06,-6.732174044,-7.202382391,-6.027820061,-5.826184296,-6.863314535,-6.586626138,-6.59116076,-6.586661535
1.558890000E-06,-6.728417856,-7.203383174,-6.033826793,-5.826538322,-6.861909305,-6.585448675,-6.59170425,-6.58548406
1.558890000E-06,-6.727246262,-7.207659393,-6.03373811,-5.827942285,-6.861878866,-6.58599964,-6.599279063,-6.586035014
1.558890000E-06,-6.724272965,-7.210329736,-6.038719138,-5.822557644,-6.860916326,-6.587509513,-6.603185931,-6.587544838
1.558890000E-06,-6.723806144,-7.21289946,-6.046141682,-5.815504498,-6.860287168,-6.591573214,-6.607559339,-6.591608451
1.558890000E-06,-6.721024687,-7.218720312,-6.04994987,-5.810056466,-6.859402117,-6.592176577,-6.618261917,-6.592211785
1.558890000E-06,-6.719907461,-7.221721859,-6.050638917,-5.807561627,-6.858263252,-6.59396463,-6.624150963,-6.593999781
1.558890000E-06,-6.718476835,-7.223758975,-6.046145868,-5.803484103,-6.856769731,-6.595426629,-6.627473116,-6.595461724
1.558890000E-06,-6.715257577,-7.22446215,-6.046904824,-5.800759716,-6.856756722,-6.59679404,-6.628530361,-6.596829109
1.558890000E-06,-6.715018382,-7.226935029,-6.039706525,-5.794432745,-6.85545661,-6.597675091,-6.633651252,-6.597710119
1.558890000E-06,-6.715909749,-7.230909797,-6.045768644,-5.792533091,-6.855833066,-6.605654596,-6.642290773,-6.605689492
1.558890000E-06,-6.7142063,-7.234340654,-6.050562887,-5.791881026,-6.852801741,-6.60442331,-6.648931043,-6.604458171
1.558890000E-06,-6.71127918,-7.235864502,-6.046609682,-5.783407745,-6.851304335,-6.60668234,-6.651819841,-6.606717135
1.558890000E-06,-6.705414167,-7.238360689,-6.0440179,-5.784665737,-6.847753151,-6.605843532,-6.657560355,-6.605878279
1.558890000E-06,-6.699124223,-7.239551312,-6.043625667,-5.787725435,-6.845879556,-6.611293916,-6.659586654,-6.611328537
1.558890000E-06,-6.696720283,-7.24077491,-6.047515141,-5.788425907,-6.844244485,-6.616073583,-6.66239114,-6.616108094
1.558890000E-06,-6.697085287,-7.242031,-6.055784238,-5.783552978,-6.842983543,-6.621073806,-6.664314435,-6.621108212
1.558890000E-06,-6.686835174,-7.242716774,-6.054553927,-5.785385024,-6.84256333,-6.625655856,-6.66572337,-6.625690177
1.558890000E-06,-6.682788785,-7.246323049,-6.055399887,-5.782243072,-6.841329693,-6.626109235,-6.673913776,-6.626143529
1.558890000E-06,-6.67932598,-7.247488166,-6.055108453,-5.76778096,-6.83925528,-6.631923671,-6.675762842,-6.631957836
1.558890000E-06,-6.67730182,-7.250790617,-6.061075541,-5.760390623,-6.839480985,-6.645869414,-6.682974741,-6.645903349
1.558890000E-06,-6.675740336,-7.252432232,-6.061830657,-5.750771868,-6.838180635,-6.649601818,-6.68625121,-6.649635672
1.558890000E-06,-6.669827961,-7.25382707,-6.062027594,-5.748974295,-6.835327593,-6.655187274,-6.68937532,-6.655220994
1.558890000E-06,-6.669080085,-7.253678945,-6.0625291,-5.747453916,-6.83427573,-6.661509223,-6.687820826,-6.661542824
1.558890000E-06,-6.663786721,-7.254385229,-6.060448072,-5.744962039,-6.831859122,-6.665636811,-6.689512436,-6.665670312
1.558890000E-06,-6.663024977,-7.256221023,-6.060942715,-5.736020231,-6.83119909,-6.667369599,-6.693841226,-6.667403063
1.558890000E-06,-6.662029811,-7.258347676,-6.067582133,-5.73523435,-6.830461753,-6.669709268,-6.699121474,-6.669742684
1.558890000E-06,-6.640766771,-7.258836952,-6.06794905,-5.729199521,-6.8308415,-6.6841408,-6.70012524,-6.684173986
1.558890000E-06,-6.637806847,-7.259554693,-6.069751635,-5.733461752,-6.826790442,-6.687827343,-6.70191085,-6.68786042
1.558890000E-06,-6.63317208,-7.261514448,-6.066438016,-5.732673,-6.821800324,-6.691303772,-6.706531207,-6.691336734
1.558890000E-06,-6.634100478,-7.263519373,-6.067613772,-5.714180927,-6.820762839,-6.693632009,-6.711719081,-6.69366492
1.558890000E-06,-6.634802258,-7.264588735,-6.067471598,-5.710482224,-6.818868543,-6.699485675,-6.714526387,-6.699518472
1.558890000E-06,-6.632361681,-7.265484184,-6.064109281,-5.709511737,-6.81779751,-6.703780204,-6.716761524,-6.70381292
1.558890000E-06,-6.628349556,-7.266164145,-6.068394125,-5.709961464,-6.81445561,-6.707708674,-6.718344667,-6.707741293
1.558890000E-06,-6.627257688,-7.266430498,-6.078290935,-5.70882489,-6.811205687,-6.720399812,-6.718996345,-6.720432195
1.558890000E-06,-6.623603157,-7.267989047,-6.081919771,-5.699725251,-6.810395128,-6.725758545,-6.723235108,-6.725790836
1.558890000E-06,-6.618466543,-7.268622215,-6.091543295,-5.696386297,-6.809886021,-6.735222005,-6.724990324,-6.735254141
1.558890000E-06,-6.615940727,-7.268898506,-6.093807089,-5.690049286,-6.808859851,-6.738750184,-6.725792905,-6.738782255
1.558890000E-06,-6.615125677,-7.269016532,-6.093447813,-5.689346874,-6.805734875,-6.738891748,-6.726139997,-6.738923787
1.558890000E-06,-6.614710811,-7.270669524,-6.099280077,-5.690378038,-6.802744605,-6.739738129,-6.731172807,-6.739770128
1.558890000E-06,-6.610320314,-7.275810415,-6.103803701,-5.68783415,-6.801903841,-6.743214606,-6.74583119,-6.743246544
1.558890000E-06,-6.6027886,-7.278284486,-6.104896292,-5.690411995,-6.79999534,-6.748603802,-6.752900432,-6.748635639
1.558890000E-06,-6.599388805,-7.278880902,-6.103660496,-5.683697703,-6.796365002,-6.748993238,-6.755190794,-6.749025039
1.558890000E-06,-6.592561472,-7.281885085,-6.101584491,-5.687531592,-6.795638648,-6.755764123,-6.764056722,-6.755795815
1.558890000E-06,-6.5855409,-7.283578395,-6.09917914,-5.685288058,-6.794781393,-6.764338257,-6.769578613,-6.764369812
1.558890000E-06,-6.582074717,-7.285906759,-6.095200857,-5.683340712,-6.792846561,-6.766833895,-6.776700242,-6.766865397
1.558890000E-06,-6.581019945,-7.286235752,-6.096449844,-5.67600515,-6.79271392,-6.773826572,-6.77805955,-6.773857967
1.558890000E-06,-6.577340788,-7.286240537,-6.0983926,-5.671823371,-6.790443036,-6.776889037,-6.778735948,-6.77692037
1.558890000E-06,-6.575164357,-7.288298257,-6.120780228,-5.672021486,-6.784879218,-6.78625859,-6.785067527,-6.786289743
1.558890000E-06,-6.569958627,-7.289065395,-6.117570085,-5.666774055,-6.784183726,-6.788419327,-6.78785607,-6.788450443
1.558890000E-06,-6.56941258,-7.289259474,-6.117605926,-5.665508016,-6.780543747,-6.788411012,-6.788775809,-6.788442103
1.558890000E-06,-6.568765528,-7.289944258,-6.128317021,-5.668554892,-6.779257321,-6.790979204,-6.791365928,-6.791010249
1.558890000E-06,-6.552592047,-7.291954682,-6.135230779,-5.671826056,-6.774585796,-6.792186553,-6.798220874,-6.792217551
1.558890000E-06,-6.545172439,-7.29210339,-6.14191273,-5.666812623,-6.770831826,-6.797974013,-6.80046832,-6.798004902
1.558890000E-06,-6.545597614,-7.293743132,-6.141224392,-5.653695481,-6.76827826,-6.802416592,-6.806077497,-6.802447402
1.558890000E-06,-6.544866114,-7.294399817,-6.146817399,-5.637173446,-6.765422511,-6.806660257,-6.809174231,-6.806690989
1.558890000E-06,-6.543744754,-7.295305326,-6.146169816,-5.635992121,-6.761897362,-6.815940215,-6.812725341,-6.815970794
1.558890000E-06,-6.533885268,-7.297295582,-6.147872533,-5.633284142,-6.756721823,-6.815422525,-6.819664585,-6.815453082
1.558890000E-06,-6.530489408,-7.297342143,-6.145443014,-5.626806848,-6.755558113,-6.817262732,-6.82084084,-6.817293257
1.558890000E-06,-6.523526496,-7.297197927,-6.145707754,-5.619245546,-6.750401738,-6.818227953,-6.822424297,-6.818258437
1.558890000E-06,-6.52356151,-7.297143511,-6.149531584,-5.616155647,-6.746635139,-6.818671767,-6.824362236,-6.818702226
1.558890000E-06,-6.521842335,-7.299219744,-6.161501218,-5.614108794,-6.744115498,-6.824399818,-6.831772577,-6.824430184
1.558890000E-06,-6.522933469,-7.299847916,-6.165091347,-5.608957251,-6.741218727,-6.8273374,-6.835134537,-6.827367711
1.558890000E-06,-6.51591369,-7.301524056,-6.163924139,-5.604710654,-6.73450801,-6.830682506,-6.842106275,-6.83071274
1.558890000E-06,-6.504119297,-7.301297261,-6.163388106,-5.605383607,-6.733273493,-6.833008072,-6.846025916,-6.833038269
1.558890000E-06,-6.497398992,-7.302708328,-6.173638494,-5.580171555,-6.73159109,-6.836156672,-6.851405101,-6.836186819
1.558890000E-06,-6.496865926,-7.303984265,-6.18484874,-5.57771389,-6.729768551,-6.842947739,-6.858706653,-6.842977785
1.558890000E-06,-6.494438595,-7.308500804,-6.184747526,-5.578000161,-6.729401045,-6.84675677,-6.875384773,-6.846786764
1.558890000E-06,-6.494539975,-7.309667476,-6.185867357,-5.569107389,-6.725584838,-6.852004366,-6.882194865,-6.852034275
1.558890000E-06,-6.490183515,-7.310379071,-6.188767859,-5.573087558,-6.723535244,-6.85334585,-6.885432375,-6.853375733
1.558890000E-06,-6.486701946,-7.31166449,-6.189230058,-5.570053937,-6.722138006,-6.854411203,-6.891069125,-6.854441066
1.558890000E-06,-6.485075707,-7.31354886,-6.194382046,-5.572187297,-6.720767035,-6.857488976,-6.899013082,-6.857518794
1.558890000E-06,-6.485171587,-7.313627399,-6.195708718,-5.560865721,-6.718529432,-6.860973598,-6.903384168,-6.861003363
1.558890000E-06,-6.482832691,-7.314125707,-6.20338934,-5.562524682,-6.717550776,-6.861548219,-6.906227789,-6.861577973
1.558890000E-06,-6.472699612,-7.313917832,-6.205435395,-5.562856065,-6.713200002,-6.864302204,-6.908252569,-6.864331909
1.558890000E-06,-6.467015403,-7.315427943,-6.208689623,-5.562698808,-6.70919779,-6.865230448,-6.915320185,-6.86526013
1.558890000E-06,-6.456563555,-7.315293638,-6.21321526,-5.558709382,-6.708195372,-6.866436983,-6.917651097,-6.866466646
1.558890000E-06,-6.445200859,-7.314867958,-6.211923139,-5.546187264,-6.70571084,-6.869611587,-6.919476641,-6.869641202
1.558890000E-06,-6.446212433,-7.315166325,-6.210592573,-5.546328608,-6.702868891,-6.872063489,-6.922313295,-6.872093067
1.558890000E-06,-6.442283375,-7.316795883,-6.21428353,-5.537738577,-6.701303595,-6.873462856,-6.934222219,-6.873492411
1.558890000E-06,-6.434776244,-7.316989072,-6.216773709,-5.535406933,-6.698175268,-6.881067872,-6.937288986,-6.881097326
1.558890000E-06,-6.427375575,-7.317618054,-6.217167895,-5.533349781,-6.695918933,-6.887719071,-6.942157267,-6.887748437
1.558890000E-06,-6.41850584,-7.317917936,-6.218802001,-5.532961328,-6.694670954,-6.888580605,-6.946702068,-6.888609958
1.558890000E-06,-6.418461372,-7.318307797,-6.218740618,-5.528804488,-6.691928702,-6.890686159,-6.949994699,-6.890715481
1.558890000E-06,-6.418250167,-7.31859035,-6.222802759,-5.528052759,-6.684775294,-6.893329796,-6.952017373,-6.893359071
1.558890000E-06,-6.398341669,-7.318078681,-6.221863859,-5.530154625,-6.675565241,-6.903844944,-6.954959145,-6.903874075
1.558890000E-06,-6.395767696,-7.318306454,-6.222160295,-5.529573439,-6.675132231,-6.908645408,-6.963271979,-6.908674481
1.558890000E-06,-6.39534447,-7.318374467,-6.230583022,-5.530987056,-6.67386882,-6.914204762,-6.966294911,-6.914233767
1.558890000E-06,-6.390096282,-7.318951647,-6.24621793,-5.527476507,-6.668471014,-6.918547677,-6.97280442,-6.918576622
1.558890000E-06,-6.376162129,-7.317977379,-6.248657375,-5.526374483,-6.663618405,-6.919822981,-6.97436885,-6.919851903
1.558890000E-06,-6.375267763,-7.317927046,-6.255540854,-5.530943513,-6.66231786,-6.926536181,-6.977832926,-6.926565024
1.558890000E-06,-6.363682974,-7.318773136,-6.262500108,-5.529384773,-6.660345681,-6.932270438,-6.98353459,-6.932299213
1.558890000E-06,-6.364439397,-7.319475565,-6.263522733,-5.521901524,-6.65685921,-6.932689201,-6.989026399,-6.932717966
1.558890000E-06,-6.363451692,-7.31910057,-6.270708639,-5.515036062,-6.654849343,-6.937735761,-6.99157927,-6.937764467
1.558890000E-06,-6.35882163,-7.318811668,-6.27468372,-5.51590268,-6.65191722,-6.940788368,-6.993047396,-6.940817036
1.558890000E-06,-6.353811825,-7.318109818,-6.277425169,-5.524421938,-6.650899684,-6.94684059,-6.997866328,-6.946869191
1.558890000E-06,-6.353033525,-7.317814647,-6.281115612,-5.525109063,-6.649282215,-6.947616007,-7.001023314,-6.947644598
1.558890000E-06,-6.347450593,-7.317270341,-6.284920119,-5.529060689,-6.643804331,-6.949867736,-7.001992864,-6.949896295
1.558890000E-06,-6.347670594,-7.317809632,-6.287642279,-5.534929859,-6.643191774,-6.952012597,-7.005516381,-6.952041133
1.558890000E-06,-6.339247201,-7.318493103,-6.29735959,-5.53470056,-6.637350008,-6.954045543,-7.009667712,-6.954074052
1.558890000E-06,-6.340567081,-7.318629608,-6.298243076,-5.526913467,-6.636896295,-6.954896173,-7.017125717,-6.954924673
1.558890000E-06,-6.337983962,-7.317367886,-6.299177871,-5.521668402,-6.634970921,-6.958995454,-7.01968029,-6.95902391
1.558890000E-06,-6.341929887,-7.31729996,-6.304594343,-5.51916353,-6.630925602,-6.961117756,-7.024014331,-6.961146186
1.558880000E-06,-6.330828065,-7.315425858,-6.306577234,-5.524653535,-6.63053598,-6.962153276,-7.02629142,-6.962181696
1.558880000E-06,-6.330254844,-7.31378734,-6.307796351,-5.526511649,-6.628024345,-6.962935296,-7.027295454,-6.962963706
1.558880000E-06,-6.337069131,-7.314437706,-6.324002242,-5.527795564,-6.625367445,-6.967106844,-7.038019723,-6.967135211
1.558880000E-06,-6.33044289,-7.313663194,-6.325504536,-5.523408803,-6.624772412,-6.967811039,-7.039172564,-6.967839398
1.558880000E-06,-6.328473579,-7.313234839,-6.335890731,-5.525337265,-6.621463604,-6.969528345,-7.04357226,-6.969556686
1.558880000E-06,-6.325366906,-7.313860275,-6.338131094,-5.52751939,-6.619139183,-6.972650218,-7.05162473,-6.972678527
1.558880000E-06,-6.327129083,-7.313914098,-6.34385523,-5.530699219,-6.616635638,-6.981864031,-7.054499053,-6.981892253
1.558880000E-06,-6.319939905,-7.314339965,-6.357314021,-5.519229797,-6.610909471,-6.983426027,-7.058557771,-6.983454232
1.558880000E-06,-6.316987427,-7.314898303,-6.365462074,-5.51212014,-6.606595792,-6.983909127,-7.064734189,-6.983937325
1.558880000E-06,-6.315129208,-7.314029042,-6.364401989,-5.512833431,-6.605187445,-6.986488941,-7.073394229,-6.986517115
1.558880000E-06,-6.302010894,-7.311423078,-6.368250005,-5.511512919,-6.596995663,-6.987643167,-7.075666594,-6.987671327
1.558880000E-06,-6.285999834,-7.310989079,-6.372139563,-5.509118265,-6.595431007,-6.992461859,-7.077496687,-6.992489977
1.558880000E-06,-6.28504654,-7.310547302,-6.374752938,-5.510833587,-6.589249096,-6.994422955,-7.08522792,-6.994451053
1.558880000E-06,-6.277529523,-7.310323274,-6.376209613,-5.502398833,-6.58745761,-6.998675989,-7.086262726,-6.998704051
1.558880000E-06,-6.271792094,-7.307755121,-6.379681585,-5.509807022,-6.585365764,-7.001707948,-7.091250129,-7.001735983
1.558880000E-06,-6.26771954,-7.306399211,-6.3829163,-5.511588949,-6.577845291,-7.005350085,-7.096664257,-7.005378088
1.558880000E-06,-6.260977677,-7.305747109,-6.381437509,-5.516677836,-6.57517732,-7.006438041,-7.098836229,-7.006466034
1.558880000E-06,-6.26083683,-7.305370799,-6.38501843,-5.518025217,-6.574169687,-7.010399932,-7.1029149,-7.010427894
1.558880000E-06,-6.256453745,-7.303854453,-6.39120135,-5.520645422,-6.570785956,-7.013008728,-7.107075118,-7.013036667
1.558880000E-06,-6.246050233,-7.300326718,-6.395083604,-5.519566627,-6.568809876,-7.015117223,-7.110485354,-7.015145146
1.558880000E-06,-6.244362802,-7.300412143,-6.402711206,-5.523190086,-6.567551287,-7.015735156,-7.120685338,-7.015763074
1.558880000E-06,-6.241386643,-7.298800539,-6.412730318,-5.516604036,-6.564933226,-7.017280229,-7.12206774,-7.017308135
1.558880000E-06,-6.239459918,-7.29848662,-6.417311251,-5.519935101,-6.562330106,-7.023294065,-7.123698089,-7.023321926
1.558880000E-06,-6.237309989,-7.297575038,-6.417604051,-5.518655081,-6.559045953,-7.028568899,-7.131961266,-7.02859672
1.558880000E-06,-6.226623462,-7.295744349,-6.419536628,-5.520391422,-6.54642637,-7.03264242,-7.135520214,-7.032670212
1.558880000E-06,-6.223234519,-7.294231858,-6.425928701,-5.525367469,-6.544702777,-7.035966451,-7.136095165,-7.035994219
1.558880000E-06,-6.223071384,-7.29407618,-6.42747424,-5.525489156,-6.538663229,-7.039149095,-7.13664718,-7.039176841
1.558880000E-06,-6.221360559,-7.293344135,-6.426776137,-5.532460931,-6.532476047,-7.042696015,-7.139064027,-7.042723736
1.558880000E-06,-6.215420497,-7.291808619,-6.432946251,-5.530703703,-6.531332068,-7.043681877,-7.140278696,-7.043709591
1.558880000E-06,-6.207147382,-7.29097427,-6.432156588,-5.524260847,-6.526677275,-7.044537222,-7.142805377,-7.04456493
1.558880000E-06,-6.202420264,-7.28953507,-6.431042989,-5.525496105,-6.524394515,-7.046948374,-7.146028611,-7.046976067
1.558880000E-06,-6.202234421,-7.28881513,-6.429723927,-5.534370016,-6.521107752,-7.048830249,-7.147676926,-7.04885793
1.558880000E-06,-6.199888067,-7.288525657,-6.436812171,-5.528601457,-6.520495196,-7.054616679,-7.149706787,-7.054644325
1.558880000E-06,-6.194252771,-7.286851562,-6.440235294,-5.525299228,-6.519370578,-7.056505191,-7.154704549,-7.056532825
1.558880000E-06,-6.192585987,-7.285183024,-6.449117914,-5.523616586,-6.51740723,-7.060418318,-7.155090753,-7.060445929
1.558880000E-06,-6.194958752,-7.283621582,-6.448643094,-5.516853399,-6.516253264,-7.064061333,-7.162226067,-7.064088923
1.558880000E-06,-6.19279244,-7.282306484,-6.452514692,-5.512766661,-6.510906319,-7.064487975,-7.165996427,-7.064515562
1.558880000E-06,-6.195060487,-7.281122111,-6.453452063,-5.506153491,-6.507590089,-7.071451485,-7.167470193,-7.071479033
1.558880000E-06,-6.189078521,-7.280101504,-6.463326102,-5.500226821,-6.503112285,-7.074358746,-7.170305506,-7.074386278
1.558880000E-06,-6.183931234,-7.279030332,-6.464041504,-5.502954885,-6.501284271,-7.076301343,-7.172661024,-7.076328866
1.558880000E-06,-6.179671536,-7.276505743,-6.464986449,-5.498895336,-6.500173352,-7.077521644,-7.173897784,-7.07754916
1.558880000E-06,-6.183906703,-7.274351597,-6.469151644,-5.492882469,-6.49160838,-7.078769725,-7.178578567,-7.078797235
1.558880000E-06,-6.186423062,-7.273373668,-6.471150997,-5.482784277,-6.48977013,-7.081461803,-7.18198804,-7.081489299
1.558880000E-06,-6.182880852,-7.271585106,-6.47899613,-5.482330457,-6.484294408,-7.082450154,-7.184293877,-7.082477645
1.558880000E-06,-6.180846347,-7.270455971,-6.482082256,-5.474027585,-6.481807849,-7.084097404,-7.186266207,-7.084124888
1.558880000E-06,-6.17828482,-7.26644722,-6.48275374,-5.474236194,-6.479889824,-7.086848271,-7.18802927,-7.086875743
1.558880000E-06,-6.172397195,-7.266384721,-6.485701878,-5.460061144,-6.477409559,-7.090463933,-7.195660771,-7.090491389
1.558880000E-06,-6.171372727,-7.264107351,-6.489432272,-5.460797048,-6.473099896,-7.093517335,-7.197837164,-7.093544778
1.558880000E-06,-6.163307227,-7.263166416,-6.488916428,-5.457635201,-6.470657231,-7.095643447,-7.200279138,-7.095670881
1.558880000E-06,-6.150574388,-7.26044461,-6.489206657,-5.457278335,-6.470359082,-7.098435203,-7.20217875,-7.098462626
1.558880000E-06,-6.123237242,-7.258158984,-6.497150555,-5.459548743,-6.451715389,-7.100805396,-7.204687703,-7.100832808
1.558880000E-06,-6.121749139,-7.254658241,-6.501593933,-5.454961995,-6.448053476,-7.102297699,-7.205135528,-7.102325105
1.558880000E-06,-6.122188462,-7.253414217,-6.501451532,-5.448633938,-6.447227601,-7.103241235,-7.207139323,-7.103268638
1.558880000E-06,-6.119232053,-7.251518685,-6.503941699,-5.449537312,-6.442800975,-7.10367655,-7.210043747,-7.10370395
1.558880000E-06,-6.119792663,-7.249873161,-6.51155513,-5.446763692,-6.440741405,-7.106878365,-7.212036275,-7.106905754
1.558880000E-06,-6.120952176,-7.24564659,-6.517045073,-5.444447184,-6.437945344,-7.107898745,-7.218577138,-7.10792613
1.558880000E-06,-6.117056513,-7.243679195,-6.517113693,-5.446069266,-6.436832106,-7.108516683,-7.224839192,-7.108544067
1.558880000E-06,-6.114549561,-7.242997568,-6.519826863,-5.438090898,-6.432893035,-7.110610722,-7.228876668,-7.110638099
1.558880000E-06,-6.113189388,-7.241525057,-6.52048941,-5.433870326,-6.431977036,-7.111493199,-7.232303103,-7.111520573
1.558880000E-06,-6.110433705,-7.239718291,-6.532858293,-5.435853838,-6.427997925,-7.115413552,-7.234127341,-7.115440915
1.558880000E-06,-6.105157907,-7.239560549,-6.538837639,-5.424720276,-6.423656088,-7.117616564,-7.236703944,-7.117643921
1.558880000E-06,-6.102743616,-7.239385324,-6.539958159,-5.425393243,-6.419535138,-7.119863187,-7.240607165,-7.119890537
1.558880000E-06,-6.10197056,-7.237464334,-6.543964629,-5.424665327,-6.412553505,-7.120828863,-7.24332019,-7.120856208
1.558880000E-06,-6.096104887,-7.235401694,-6.547312531,-5.424051192,-6.409238314,-7.123955398,-7.247498353,-7.123982736
1.558880000E-06,-6.099227868,-7.233581401,-6.550389806,-5.42302805,-6.408852651,-7.128563412,-7.249222273,-7.128590741
1.558880000E-06,-6.09977663,-7.230012564,-6.554530835,-5.425466216,-6.408296013,-7.130156026,-7.250207136,-7.130183352
1.558880000E-06,-6.095360703,-7.228406646,-6.56026697,-5.422371157,-6.401650861,-7.135171661,-7.250845088,-7.135198977
1.558880000E-06,-6.09572502,-7.227181542,-6.567190791,-5.418758738,-6.400021586,-7.137300312,-7.253694039,-7.137327624
1.558880000E-06,-6.093906752,-7.223807237,-6.569249699,-5.422214484,-6.395485407,-7.13811045,-7.254277843,-7.138137759
1.558880000E-06,-6.090011033,-7.220857643,-6.570173173,-5.440534525,-6.391668593,-7.143254321,-7.254853296,-7.143281622
1.558880000E-06,-6.089742352,-7.218517094,-6.571441161,-5.440995755,-6.38717437,-7.143318301,-7.255806524,-7.143345599
1.558880000E-06,-6.089763837,-7.218013408,-6.572578263,-5.441525177,-6.380452244,-7.147429185,-7.259534827,-7.147456475
1.558880000E-06,-6.09593869,-7.215463728,-6.576276396,-5.435926751,-6.370112592,-7.148248161,-7.260396392,-7.148275443
1.558880000E-06,-6.093219273,-7.212447348,-6.584002679,-5.44091495,-6.370992356,-7.153820685,-7.262384959,-7.153847964
1.558880000E-06,-6.090966917,-7.212097698,-6.584828201,-5.435031689,-6.36723201,-7.15560207,-7.262856808,-7.155629346
1.558880000E-06,-6.085847083,-7.210818868,-6.584545604,-5.448362243,-6.360149127,-7.157586408,-7.263335539,-7.157613678
1.558880000E-06,-6.083533069,-7.209204118,-6.586530535,-5.451578181,-6.358383525,-7.158360773,-7.264901393,-7.158388041
1.558880000E-06,-6.080886486,-7.206164859,-6.587687433,-5.45205899,-6.353376179,-7.162603189,-7.265518157,-7.162630452
1.558880000E-06,-6.084404858,-7.204421968,-6.589002756,-5.453354303,-6.351569443,-7.164082607,-7.26619053,-7.164109869
1.558880000E-06,-6.083062587,-7.203242756,-6.596221748,-5.44927038,-6.347339557,-7.165822397,-7.268833576,-7.165849656
1.558880000E-06,-6.08161699,-7.20176353,-6.601391094,-5.452346556,-6.340215565,-7.166398945,-7.273030819,-7.166426196
1.558880000E-06,-6.07328874,-7.201160926,-6.601724452,-5.447240541,-6.328945372,-7.167099615,-7.275770595,-7.167126854
1.558880000E-06,-6.086576014,-7.197345825,-6.605469431,-5.455274191,-6.321174199,-7.169793383,-7.278393802,-7.169820616
1.558880000E-06,-6.081648397,-7.193124568,-6.615090297,-5.454711013,-6.319838409,-7.171989393,-7.281652297,-7.172016626
1.558880000E-06,-6.083973437,-7.190797634,-6.617045537,-5.45011315,-6.316052421,-7.174537914,-7.282379092,-7.174565146
1.558880000E-06,-6.084039606,-7.189571386,-6.618120575,-5.441068271,-6.311186953,-7.177300814,-7.284344931,-7.177328042
1.558880000E-06,-6.085519906,-7.189241673,-6.61794727,-5.440005261,-6.304243244,-7.178577961,-7.284452813,-7.178605182
1.558880000E-06,-6.091598929,-7.18714693,-6.620620897,-5.434685596,-6.300174492,-7.180535366,-7.285832531,-7.180562584
1.558880000E-06,-6.083913004,-7.184040832,-6.622058009,-5.441410213,-6.293943803,-7.181363216,-7.286608138,-7.181390427
1.558880000E-06,-6.085773594,-7.182520937,-6.628105595,-5.436759238,-6.290743781,-7.181726107,-7.287476006,-7.181753314
1.558880000E-06,-6.085978521,-7.176938665,-6.632526005,-5.43961177,-6.287601214,-7.18517131,-7.287656904,-7.185198518
1.558880000E-06,-6.08848019,-7.175796076,-6.639803581,-5.440025761,-6.286213504,-7.186685341,-7.287961825,-7.18671255
1.558880000E-06,-6.087805334,-7.171523677,-6.646401094,-5.447860724,-6.286390437,-7.189252652,-7.288699629,-7.189279867
